validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
713.5603637695312,329.40449118614197,False,1,60f0a0f7,2023-08-17_22-07-09,1692310029,329.40449118614197,162295,ip-172-31-38-240,172.31.38.240,329.40449118614197,1
709.1369018554688,322.82360100746155,False,2,60f0a0f7,2023-08-17_22-12-32,1692310352,652.2280921936035,162295,ip-172-31-38-240,172.31.38.240,652.2280921936035,2
706.8871459960938,318.0528230667114,False,3,60f0a0f7,2023-08-17_22-17-50,1692310670,970.2809152603149,162295,ip-172-31-38-240,172.31.38.240,970.2809152603149,3
705.8909912109375,325.92798352241516,False,4,60f0a0f7,2023-08-17_22-23-16,1692310996,1296.20889878273,162295,ip-172-31-38-240,172.31.38.240,1296.20889878273,4
705.2889404296875,320.3984341621399,False,5,60f0a0f7,2023-08-17_22-28-36,1692311316,1616.60733294487,162295,ip-172-31-38-240,172.31.38.240,1616.60733294487,5
705.8828125,322.10547256469727,False,6,60f0a0f7,2023-08-17_22-33-58,1692311638,1938.7128055095673,162295,ip-172-31-38-240,172.31.38.240,1938.7128055095673,6
704.9462890625,323.9745433330536,False,7,60f0a0f7,2023-08-17_22-39-22,1692311962,2262.687348842621,162295,ip-172-31-38-240,172.31.38.240,2262.687348842621,7
705.0303344726562,324.65527534484863,False,8,60f0a0f7,2023-08-17_22-44-47,1692312287,2587.3426241874695,162295,ip-172-31-38-240,172.31.38.240,2587.3426241874695,8
705.20458984375,322.4689543247223,False,9,60f0a0f7,2023-08-17_22-50-09,1692312609,2909.8115785121918,162295,ip-172-31-38-240,172.31.38.240,2909.8115785121918,9
705.6337280273438,319.8781144618988,False,10,60f0a0f7,2023-08-17_22-55-29,1692312929,3229.6896929740906,162295,ip-172-31-38-240,172.31.38.240,3229.6896929740906,10
705.53759765625,320.81173181533813,False,11,60f0a0f7,2023-08-17_23-00-50,1692313250,3550.5014247894287,162295,ip-172-31-38-240,172.31.38.240,3550.5014247894287,11
705.5640869140625,323.8074028491974,False,12,60f0a0f7,2023-08-17_23-06-14,1692313574,3874.308827638626,162295,ip-172-31-38-240,172.31.38.240,3874.308827638626,12
705.9061279296875,322.9392046928406,False,13,60f0a0f7,2023-08-17_23-11-37,1692313897,4197.248032331467,162295,ip-172-31-38-240,172.31.38.240,4197.248032331467,13
706.4368896484375,326.07375025749207,False,14,60f0a0f7,2023-08-17_23-17-03,1692314223,4523.321782588959,162295,ip-172-31-38-240,172.31.38.240,4523.321782588959,14
706.4136962890625,318.3767743110657,False,15,60f0a0f7,2023-08-17_23-22-21,1692314541,4841.698556900024,162295,ip-172-31-38-240,172.31.38.240,4841.698556900024,15
706.7127075195312,320.5277783870697,True,16,60f0a0f7,2023-08-17_23-27-42,1692314862,5162.226335287094,162295,ip-172-31-38-240,172.31.38.240,5162.226335287094,16
