validation_loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
723.0950927734375,328.64260816574097,False,1,b4fda8ca,2023-08-17_17-39-52,1692293992,328.64260816574097,162295,ip-172-31-38-240,172.31.38.240,328.64260816574097,1
712.1690063476562,318.6299843788147,False,2,b4fda8ca,2023-08-17_17-45-11,1692294311,647.2725925445557,162295,ip-172-31-38-240,172.31.38.240,647.2725925445557,2
708.7685546875,317.99901485443115,False,3,b4fda8ca,2023-08-17_17-50-29,1692294629,965.2716073989868,162295,ip-172-31-38-240,172.31.38.240,965.2716073989868,3
707.6764526367188,318.51638102531433,False,4,b4fda8ca,2023-08-17_17-55-47,1692294947,1283.7879884243011,162295,ip-172-31-38-240,172.31.38.240,1283.7879884243011,4
707.0355834960938,319.24841690063477,False,5,b4fda8ca,2023-08-17_18-01-07,1692295267,1603.036405324936,162295,ip-172-31-38-240,172.31.38.240,1603.036405324936,5
706.057373046875,329.00086641311646,False,6,b4fda8ca,2023-08-17_18-06-36,1692295596,1932.0372717380524,162295,ip-172-31-38-240,172.31.38.240,1932.0372717380524,6
705.876708984375,327.362544298172,False,7,b4fda8ca,2023-08-17_18-12-03,1692295923,2259.3998160362244,162295,ip-172-31-38-240,172.31.38.240,2259.3998160362244,7
705.9116821289062,326.74948930740356,False,8,b4fda8ca,2023-08-17_18-17-30,1692296250,2586.149305343628,162295,ip-172-31-38-240,172.31.38.240,2586.149305343628,8
705.8748779296875,325.5104134082794,False,9,b4fda8ca,2023-08-17_18-22-55,1692296575,2911.6597187519073,162295,ip-172-31-38-240,172.31.38.240,2911.6597187519073,9
705.6641235351562,317.86611104011536,False,10,b4fda8ca,2023-08-17_18-28-13,1692296893,3229.5258297920227,162295,ip-172-31-38-240,172.31.38.240,3229.5258297920227,10
705.7626342773438,315.6475336551666,False,11,b4fda8ca,2023-08-17_18-33-29,1692297209,3545.1733634471893,162295,ip-172-31-38-240,172.31.38.240,3545.1733634471893,11
705.8076171875,318.4953525066376,False,12,b4fda8ca,2023-08-17_18-38-47,1692297527,3863.668715953827,162295,ip-172-31-38-240,172.31.38.240,3863.668715953827,12
706.3761596679688,312.2150785923004,False,13,b4fda8ca,2023-08-17_18-43-59,1692297839,4175.883794546127,162295,ip-172-31-38-240,172.31.38.240,4175.883794546127,13
706.2529296875,314.33248114585876,False,14,b4fda8ca,2023-08-17_18-49-14,1692298154,4490.216275691986,162295,ip-172-31-38-240,172.31.38.240,4490.216275691986,14
706.5845336914062,316.386515378952,False,15,b4fda8ca,2023-08-17_18-54-30,1692298470,4806.602791070938,162295,ip-172-31-38-240,172.31.38.240,4806.602791070938,15
707.1567993164062,319.9842975139618,False,16,b4fda8ca,2023-08-17_18-59-50,1692298790,5126.5870885849,162295,ip-172-31-38-240,172.31.38.240,5126.5870885849,16
707.2716674804688,320.3466386795044,False,17,b4fda8ca,2023-08-17_19-05-10,1692299110,5446.933727264404,162295,ip-172-31-38-240,172.31.38.240,5446.933727264404,17
707.2813110351562,318.51225781440735,False,18,b4fda8ca,2023-08-17_19-10-29,1692299429,5765.445985078812,162295,ip-172-31-38-240,172.31.38.240,5765.445985078812,18
707.3392944335938,321.57314562797546,False,19,b4fda8ca,2023-08-17_19-15-51,1692299751,6087.019130706787,162295,ip-172-31-38-240,172.31.38.240,6087.019130706787,19
708.0527954101562,315.1661252975464,False,20,b4fda8ca,2023-08-17_19-21-06,1692300066,6402.1852560043335,162295,ip-172-31-38-240,172.31.38.240,6402.1852560043335,20
